adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/4O8s9kF6pW5xxSidsyz71nHB3Du.jpg,"[10751, 14]",447273,en,Snow White,"A live-action musical reimagining of the classic 1937 film. The magical music adventure journeys back to the timeless story with beloved characters Bashful, Doc, Dopey, Grumpy, Happy, Sleepy, and Sneezy.",33.815,/jnolt0s2LPiQ4XZ7MyCLkdzmXKh.jpg,2025-03-19,Snow White,False,0.0,0
False,/sTp8K0SfcC2RQef1Tu160z3niHO.jpg,"[35, 10752]",935,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike.",33.797,/7SixLzxcqezkZEYU8pcHZgbkmjp.jpg,1964-01-29,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,8.116,5613
False,/4IHdjH7tRr8M54ndfqWOWkUbUyV.jpg,"[28, 35, 80]",879444,en,Accident Man: Hitman's Holiday,"The Accident Man is back, and this time he must best the top assassins in the world to protect the ungrateful son of a mafia boss, save the life of his only friend and rekindle his relationship with his maniacal father figure.",33.769,/8XF5EIDUOZv1p9orukdyERvv2Qn.jpg,2022-10-14,Accident Man: Hitman's Holiday,False,6.59,173
False,/994i0ocQkO6X10vQPA4ptueEFlh.jpg,"[80, 18, 10749]",1108566,en,Killer Heat,"An expat PI is hired to investigate a suspicious death in Crete, Greece, where jealousies run deep amongst the victim's powerful family.",33.766,/WiAEiqelck0NGWplhL5JQR12eg.jpg,2024-09-25,Killer Heat,False,5.788,210
False,/n8zvKDOUy4JwIzQArjoVBhVaPDp.jpg,"[27, 18, 53]",9539,fr,Martyrs,"A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity.",33.755,/5yfPA9lXqONtLMgZks87ECob1A5.jpg,2008-06-12,Martyrs,False,7.305,2697
False,/cVPnuuh9stB4b2So2kdMfscKiv.jpg,"[35, 10749]",10327,en,"Legally Blonde 2: Red, White & Blonde","Now a rising young lawyer, Elle Woods is about to make partner at her firm, but when she finds out her dog's relatives are being used as cosmetic test subjects, she heads to Washington D.C. to fight for animal rights.",33.753,/4kC0UGTuJgFnlZq2ZM6OiY7nuY8.jpg,2003-07-02,"Legally Blonde 2: Red, White & Blonde",False,5.7,1569
False,/24DZfupDlhXeTchmcOkoGRhP5Vg.jpg,"[12, 28, 53]",955,en,Mission: Impossible II,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",33.743,/tclJjRHkcva6Y69RhXi4dSpJowT.jpg,2000-05-24,Mission: Impossible II,False,6.128,6710
False,/dxmp5eHarPlNyeRyuzD6oMWqTjs.jpg,"[16, 10751]",77950,en,Turbo,The tale of an ordinary garden snail who dreams of winning the Indy 500.,33.741,/inTKQni4YW8syrfgnXHwzmNeSo4.jpg,2013-07-11,Turbo,False,6.222,3344
False,/bW9fKeoIbq4bDclZ4h9D5BqSqmX.jpg,"[14, 18]",13188,en,Scrooge,"Ebenezer Scrooge malcontentedly shuffles through life as a cruel, miserly businessman; until he is visited by three spirits on Christmas Eve who show him how his unhappy childhood and adult behavior has left him a selfish, lonely old man.",33.738,/iUUfQZr87dBQNdyGcmTflAnCPXz.jpg,1951-11-28,Scrooge,False,7.4,315
False,/uKiMpSGhKHDfZ7TwNfVFDLwvNRR.jpg,"[35, 10749]",2770,en,American Pie 2,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",33.731,/854ZZxXdeabAs90mrV72NqShJqR.jpg,2001-08-10,American Pie 2,False,6.24,4888
False,/qWSjUUPWHwDvFhUisPan5BPGFPA.jpg,"[12, 18, 28, 53]",14400,fr,Largo Winch,"After a powerful billionaire is murdered, his secret adoptive son must race to prove his legitimacy, find his father's killers and stop them from taking over his financial empire.",33.719,/bmJU3EEuQP3Ho52FhuiulZ2LKTu.jpg,2008-12-17,The Heir Apparent: Largo Winch,False,6.1,527
False,/lUPz9zW0uf0bHfYsRRID8RtBHEU.jpg,"[18, 36]",457232,en,Lamborghini: The Man Behind the Legend,"Follow the launch of Lamborghini’s career as a manufacturer of tractors, a creator of military vehicles during World War II, and the designer of Lamborghini cars, which he launched in 1963 as the high-end sports car company Automobili Lamborghini.",33.703,/RKgnYLhCNGCUkrhiCRrs40rEHe.jpg,2022-11-17,Lamborghini: The Man Behind the Legend,False,6.4,588
False,/xUVwlnl1zXcL04z857q8o0kY14k.jpg,[99],1353263,en,The Bibi Files,"Using never-seen-before interrogation footage, this investigation of Benjamin Netanyahu and his inner circle provides an unflinching gaze into the private world behind the headlines. Petty vanity and a sense of entitlement lead to corruption and the Netanyahus' unwillingness to give up power. The extreme right senses opportunity in Bibi’s weakness, and the dominos fall.",33.702,/dXCGMhROnBos5a98RsjSrhGZAnW.jpg,2024-12-13,The Bibi Files,False,7.2,4
False,/kDjR3rP5aa102CvAFlVCAdJFyRV.jpg,"[35, 14]",62213,en,Dark Shadows,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,33.694,/d7A9pVX8OSWMSSjPBsIc1jAMP0y.jpg,2012-05-09,Dark Shadows,False,6.1,7167
False,,"[28, 53]",762409,en,Night Has Fallen,"The fourth entry in the ""... Has Fallen"" series, following the adventures of former Army Ranger and Secret Service Agent Mike Banning.",33.676,,,Night Has Fallen,False,0.0,0
False,/fIZjG2IRlBax5zdD6T9ejl1NtUN.jpg,"[18, 27]",143477,ja,東京ディープスロート夫人,"Kumi Taguchi is a model who leaves her boxer boyfriend after he sustains an injury. She meets and quickly marries Hideo, the heir to a corporate empire. Hideo's father, Takehiko, lusts after Kumi. Takehiko sends his son away, ostensibly on a business trip, but actually so that he can be murdered by Takehiko's henchmen. Takehiko seduces Kumi, but is frustrated when she refuses to perform oral sex on him. Angered, Takehiko forces Kumi to undergo surgery in which her clitoris is transferred to her throat, thereby requiring that she engage in oral sex in order to have an orgasm. Hideo, the supposedly murdered son, returns having paid off his assassins. Hideo shoots and kills his father, but Kumi grabs the gun and kills Hideo so that she can inherit the family's fortune",33.674,/fYoA2HT3LvFxANCQCCtDenQW7sJ.jpg,1975-12-05,Deep Throat in Tokyo,False,3.9,5
False,/mJSe5dxKu8Sq0GfdjdWVqdGvzfV.jpg,"[14, 27, 28]",60304,en,Hansel & Gretel: Witch Hunters,"After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.",33.67,/j343Rpj3WeNvP0SV80zveve70io.jpg,2013-01-17,Hansel & Gretel: Witch Hunters,False,6.064,6672
False,/rijaG2Z2XEeIUfWUn4fzmzTVCuK.jpg,"[18, 9648, 53, 14, 37]",1069387,es,Pedro Páramo,"A man searches for his father, Pedro Páramo, in a town doomed by violence and the fury of a frustrated love.",33.656,/5yPy1HAPsH7pfEQFqBMhH3ZFBdX.jpg,2024-09-12,Pedro Páramo,False,6.7,49
False,/plJy3kYRULQYvXhoWLxmKvMmXwi.jpg,"[10749, 35]",556803,en,The Princess Switch,"When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",33.651,/A8XgZE8CsHiYN243MEd07GLCep.jpg,2018-11-16,The Princess Switch,False,7.005,2196
False,/nuDMG0uTaiWFVD6XfHPruum5JOL.jpg,[35],1624,en,Liar Liar,"Fletcher Reed, a fast-talking, habitual liar, divorced father, is an incredibly successful lawyer who has built his career by lying. He is used to giving priority to his job and always breaking promises to be with his young son Max, but Fletcher often lets Max down, by missing his son's birthday party. But even then at 8:15 Max decides to make him an honest man as he wishes for a whole day where his father can't lie. When his son Max blows out the candles on his fifth birthday, he only has one wish - for his father to stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest obstacle",33.621,/p1habYSdC7oD3WygQ5lynU5G5rV.jpg,1997-03-21,Liar Liar,False,6.7,5624
False,/rmhMB6KBxdSYatfiFoas60uF6Fc.jpg,[18],809140,en,Father Stu,"The true-life story of boxer-turned-priest. When an injury ends his amateur boxing career, Stuart Long moves to Los Angeles to find money and fame. While scraping by as a supermarket clerk, he meets Carmen, a Sunday school teacher who seems immune to his bad-boy charm. Determined to win her over, the longtime agnostic starts going to church to impress her. However, a motorcycle accident leaves him wondering if he can use his second chance to help others, leading to the surprising realization that he's meant to be a Catholic priest.",33.619,/pLAeWgqXbTeJ2gQtNvRmdIncYsk.jpg,2022-04-13,Father Stu,False,7.1,612
False,/7lvv8afCdD3NTwio5AG78tW8xeM.jpg,"[37, 9648]",974961,en,Murder at Yellowstone City,"A former slave who arrives in Yellowstone City, Montana, a desolate former boomtown now on the decline, looking for a place to call home. On that same day, a local prospector discovers gold - and is murdered.",33.606,/58UKdNFfSSvx8TuecGAzqja3NTZ.jpg,2022-06-24,Murder at Yellowstone City,False,5.5,74
False,/fNuvWg1Bb1SmNquQDAM6ekT3xX1.jpg,"[28, 53]",14636,en,The Condemned,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",33.598,/uC50pDHgQQtoDFNh9bBNDAvpsqu.jpg,2007-04-27,The Condemned,False,6.104,781
False,/4v7osWGP3caNCth0g2boIWEJNqY.jpg,[18],271185,en,Ask Me Anything,"Beautiful, wild, funny, and lost, Katie Kampenfelt takes a year off before college to find herself, all the while chronicling her adventures in an anonymous blog into which she pours her innermost secrets. Eventually, Katie's fearless narrative begins to crack, and dark pieces of her past emerge.",33.568,/u0rEtOp6jI7oU6u3m7v1aAOJNQr.jpg,2014-04-19,Ask Me Anything,False,5.6,401
False,/yzpZVgaTZzDrAP1yVeCbKZH9jmA.jpg,"[80, 18, 53]",559969,en,El Camino: A Breaking Bad Movie,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",33.522,/ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg,2019-10-11,El Camino: A Breaking Bad Movie,False,7.0,4895
False,/8FWC4tDWB1p006vwiubhai4a8iS.jpg,"[10751, 12, 14]",1020969,no,Teddybjørnens Jul,"While visiting a Christmas market in her Norwegian town, eight year old Mariann spots a talking teddy bear at a carnival game booth. However, when someone else wins it, she embarks on a quest to find the adorable bear that captured her heart.",33.502,/jEf96axaZhZQEu9ORVtEujBTG9p.jpg,2022-11-05,Teddy's Christmas,False,7.1,43
False,/wD0TCyFkRkol7JkLmO7gp7oZkib.jpg,"[10749, 35]",50544,en,Friends with Benefits,Dylan is done with relationships. Jamie decides to stop buying into the Hollywood clichés of true love. When the two become friends they decide to try something new and take advantage of their mutual attraction - but without any emotional attachment.,33.485,/nKhhDFCdzxeJ3GUunQ570LDpUkz.jpg,2011-07-21,Friends with Benefits,False,6.7,7909
False,/hrP8gcQmpXJOEreOtMYZmEVd06.jpg,"[12, 28, 53]",710,en,GoldenEye,"When a powerful satellite system falls into the hands of Alec Trevelyan, AKA Agent 006, a former ally-turned-enemy, only James Bond can save the world from a dangerous space weapon that -- in one short pulse -- could destroy the earth! As Bond squares off against his former compatriot, he also battles Xenia Onatopp, an assassin who uses pleasure as her ultimate weapon",33.465,/z0ljRnNxIO7CRBhLEO0DvLgAFPR.jpg,1995-11-16,GoldenEye,False,6.894,3871
False,/92Uceuy7HaiiHFgW48gNyxhx17d.jpg,"[14, 10749]",197796,fr,La Belle et la Bête,"Forced to face the cruel side of life, a devastated, bankrupt merchant chances upon the enchanted castle of a hideous creature, the mere sight of it chills the bone to the marrow. There, a fate worse than death awaits the poor father-of-six, who, after plucking a sweet-scented rose from the repulsive master's verdant garden, must do the impossible: permit his compassionate daughter, Belle, to take his place and pay for the sins of her parent. Now, an impenetrable mystery shrouds the haunted mansion, and, as repugnance gradually turns into affection, only true love could break the spell.",32.653,/pTU209lMtu1pQnRcXykXcAzj6TN.jpg,2014-02-12,Beauty and the Beast,False,6.171,2024
False,/gmCo8EaYhvHx2zRw70KcjhVA7wn.jpg,"[18, 10749]",228205,en,The Longest Ride,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,27.152,/qdUVfvPBvT6cetDDM7rn8y2CNZE.jpg,2015-04-09,The Longest Ride,False,7.6,3128
False,/hqrwXs3KqPuU5rWoconbmQUn6rh.jpg,"[878, 12, 28]",299687,en,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,34.306,/4Dd79cz5qxKNoKWg1xsfrpOchEr.jpg,2016-01-14,The 5th Wave,False,5.9,5725
False,/2AFZyra0Ddwl2oBDhClvD1qSIL6.jpg,"[878, 27, 28]",340102,en,The New Mutants,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",33.153,/xZNw9xxtwbEf25NYoz52KdbXHPM.jpg,2020-04-02,The New Mutants,False,6.1,3410
False,/wPZPiHsd7Oz3vg3IuVRtSHBY9iU.jpg,"[12, 14]",68737,en,Seventh Son,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",34.274,/7Q8DfXSjcFSSQDOxz1Sk865wNqI.jpg,2014-12-12,Seventh Son,False,5.516,2484
False,/o1l6OCqA3pYDZHIc5L1s7CEzCMv.jpg,"[28, 35, 878]",608,en,Men in Black II,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",34.252,/enA22EPyzc2WQ1VVyY7zxresQQr.jpg,2002-07-03,Men in Black II,False,6.371,9884
False,/y6tKHt7iwcYwqckk3iOZV0vWKRM.jpg,"[80, 35]",353070,en,Going in Style,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",21.644,/4nfWsdsJfO5srRZgxiWC9xHub0W.jpg,2017-04-06,Going in Style,False,6.707,2774
False,/pmVBOsh8TBvvtFKIo6QS5dE6tTs.jpg,"[35, 10749]",487297,en,What Men Want,"Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",28.395,/30IiwvIRqPGjUV0bxJkZfnSiCL.jpg,2019-02-08,What Men Want,False,6.179,1447
False,/cAq6sMPAyUcpjS1icjyp4Eiz2S8.jpg,"[14, 28, 53]",277,en,Underworld,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",34.237,/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg,2003-09-19,Underworld,False,6.83,6096
False,/inaX9PA89bJg0jE8TtEpdOX5R8D.jpg,"[28, 12, 18, 14, 53]",397567,ko,신과함께-죄와 벌,"Having died unexpectedly, firefighter Ja-hong is taken to the afterlife by 3 afterlife guardians. Only when he passes 7 trials over 49 days and proves he was innocent in human life, he’s able to reincarnate, and his 3 afterlife guardians are by his side to defend him in trial.",32.141,/gJSvIsI6oQfFim0PGyuuiCYfqKs.jpg,2017-12-20,Along with the Gods: The Two Worlds,False,8.076,1042
False,/c9xSFZQtC4c16Vn5CMOaB1pGk9J.jpg,"[18, 36, 10752, 28]",2024,en,The Patriot,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son.",34.222,/fWZd815QxUCUcrWQZwUkAp9ljG.jpg,2000-06-28,The Patriot,False,7.181,3912
False,/kJwQXgAk440l2vZOspUJee6inim.jpg,"[18, 53, 9648]",399057,en,The Killing of a Sacred Deer,"Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",23.388,/e4DGlsc9g0h5AyoyvvAuIRnofN7.jpg,2017-10-20,The Killing of a Sacred Deer,False,7.0,3976
False,/aIyvMthA7UGV6ix6AUUM88ZXfeU.jpg,"[14, 10751, 35, 16]",77931,en,The Smurfs 2,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",29.884,/tmjvgbEH4BKYFfHmWXjXrHgi8wT.jpg,2013-07-30,The Smurfs 2,False,5.76,2185
False,/yhjsQL3K1HFvys3EIV8jaGmdpAl.jpg,"[35, 80]",36593,en,Naked Gun 33⅓: The Final Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",34.202,/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,1994-03-18,Naked Gun 33⅓: The Final Insult,False,6.48,2050
False,/h3weAFgg06GqchI2xDfufBgSFTj.jpg,[18],600354,en,The Father,"A man refuses all assistance from his daughter as he ages and, as he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",34.189,/pr3bEQ517uMb5loLvjFQi8uLAsp.jpg,2020-12-23,The Father,False,8.1,3189
False,/3zJnkABcx8xNsD22jYJXEShTjcg.jpg,"[28, 12, 80, 53]",257088,en,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",34.177,/z7JOvw5Lqs9ezoFTJxmz3nx3av2.jpg,2015-12-03,Point Break,False,5.956,2288
False,/89ZSaf9Ofm7oDounnCOu4ktGI9e.jpg,"[27, 18, 53]",332567,en,The Shallows,"When Nancy is surfing on a secluded beach, she finds herself on the feeding ground of a great white shark. Though she is stranded only 200 yards from shore, survival proves to be the ultimate test of wills, requiring all of Nancy's ingenuity, resourcefulness, and fortitude.",24.13,/56TzBcWe6n5X3FKdaQm1pCE9qmd.jpg,2016-06-24,The Shallows,False,6.348,5041
False,/qU7tNIMpRqkizIObXfkJY3haTqh.jpg,"[18, 10402, 10749]",27,en,9 Songs,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.",34.162,/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg,2004-07-16,9 Songs,False,5.607,514
False,/1ZSKH5GGFlM8M32K34GMdaNS2Ew.jpg,"[10402, 36, 18]",802219,en,Bob Marley: One Love,Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.,34.16,/mKWalirPreEdCKDJjc5TKeOP2xi.jpg,2024-02-14,Bob Marley: One Love,False,6.7,737
False,/ebaq0ecL1Tu39rIExfHwE4ToFl2.jpg,"[28, 12, 53]",708,en,The Living Daylights,"After a defecting Russian general reveals a plot to assassinate foreign spies, James Bond is assigned a secret mission to dispatch the new head of the KGB to prevent an escalation of tensions between the Soviet Union and the West.",34.15,/1oRlmWX9hewpn2B44wawBjHd7dx.jpg,1987-06-29,The Living Daylights,False,6.526,1769
False,/1RWLMyC9KcFfcaoViMiJGSSZzzr.jpg,"[28, 12, 878]",100402,en,Captain America: The Winter Soldier,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",33.344,/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg,2014-03-20,Captain America: The Winter Soldier,False,7.661,18726
False,/cw1BkYi8bP62hTw5HoEngVZfTTw.jpg,"[28, 12, 35]",667739,en,The Man from Toronto,"In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at a rental cabin.",33.335,/uTCfTibqtk4f90cC59bLPMOmsfc.jpg,2022-12-23,The Man from Toronto,False,6.469,374
False,/103d4ObBCWbB6PtOOjZ7C1FSpVl.jpg,"[28, 80]",486131,en,Shaft,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.",33.317,/kfZqwGuvEBAysAbCsa0QLKoSYR.jpg,2019-06-14,Shaft,False,6.538,1706
False,/5iMLD2KE0JQcPchegqSpKstU4CT.jpg,[18],806368,en,The Son,"A successful lawyer, with a new wife and infant, agrees to care for his teenage son from a previous marriage after his ex-wife becomes concerned about the boy's wayward behavior.",33.316,/hYR2doH3arnX0Y6WULuBPbtaLjN.jpg,2022-11-10,The Son,False,6.694,443
False,/tkwgbgEi6Cehqf4QhnwSXQfxTvY.jpg,"[18, 10749]",419116,ko,러시아 엄마,"Jang-ho who dreams of becoming a chef is pretty close to his dad Yeong-soo; enough to talk about his girlfriend and they live alone. One day, Yeong-soo tells Jang-ho that he's getting remarried to a Russian woman. Jang-ho accepts this and meets Olga. He is surprised to see a young and beautiful woman standing before him. A few days later, Yeong-soo goes to Russia on a business trip and Jang-ho and Olga get to know each other.",33.315,/hktmN8qVDyzp3I9f7veWfF6l45c.jpg,2016-07-28,Russian Mom,False,5.2,24
False,/5wDBVictj4wUYZ31gR5WzCM9dLD.jpg,"[16, 10751, 12, 878, 14]",877269,en,Strange World,"A journey deep into an uncharted and treacherous land, where fantastical creatures await the legendary Clades—a family of explorers whose differences threaten to topple their latest, and by far most crucial, mission.",33.265,/fHMqfsYyl3lskPK2RiFRwhzwuep.jpg,2022-11-23,Strange World,False,6.328,1249
False,/a4r8xcRwTgKIUKdWtxFXyxTZLeN.jpg,[27],14564,en,Rings,"Julia becomes worried about her boyfriend Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",33.246,/yp4CDOVpVmNwiPoZKQeFCpW8CFo.jpg,2017-02-01,Rings,False,5.0,2482
False,/mezKuuKtAKPENnAVlT3TghkMACv.jpg,"[35, 10749]",614939,en,Bros,Two emotionally unavailable men attempt a relationship.,33.244,/op02Hv5i4Z049nGJYmk6BScRqHO.jpg,2022-09-30,Bros,False,6.7,492
False,,[35],222517,it,Biancaneve & Co...,The king and the queen conceive Snow White during a sexual relationship in the snow.,33.242,/yMiM9Zg9JuNy9k1Q7wsyEpwTSQR.jpg,1982-04-03,Snow White and 7 Wise Men,False,5.0,13
False,/bxodKCiBX8osvvcobrzzqsDRPSg.jpg,"[28, 80, 12, 53]",146198,en,Triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,33.24,/hMW4p1CBF8Q94PqQk8b2EyT4IJk.jpg,2016-02-19,Triple 9,False,5.978,2117
False,/hE9W0MyD7ihNnNLR4W1cKstlWB9.jpg,"[18, 35, 10752]",1275209,es,¿Es el enemigo? La película de Gila,"Madrid, 1936. Miguel Gila lives peacefully and happily with his grandparents in a humble attic. But the outbreak of the Civil War forces Miguel, along with his friend Pedro, to go to fight. There Gila survives misery, battles, firing squad and jail thanks to his humor. Because of this unique way of interpreting the world around him, Gila will become one of the most popular comedians in Spain and Latin America.",33.237,/mONipnq4YREhi21QHdj04ISRrX1.jpg,2024-12-13,May I Speak With the Enemy?,False,8.0,0
False,/7lyq8hK0MhPHpUXdnqbFvZYSfkk.jpg,"[18, 10749]",11216,it,Nuovo Cinema Paradiso,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.",33.22,/rf99GAg2zHKFj79QKn8ed8iPCVF.jpg,1988-11-17,Cinema Paradiso,False,8.4,4383
False,/fWhAWcHdIKg08vjQsh9Nx3s8Hrm.jpg,[27],2082,en,Halloween,"The early years of young Michael Myers and the events leading up to his fateful Halloween night murder rampage in the quiet town of Haddonfield, Illinois.",33.206,/cD8JrfSEI4j7WVnKM1GdiYzMoUh.jpg,2007-08-31,Halloween,False,6.217,2348
False,/jwFBzWabfWpnN9P5YIVVX5W8WUY.jpg,"[35, 9648, 53]",683340,en,Vengeance,A journalist and podcaster from New York City travels to West Texas in order to report on the death of a girl he was hooking up with.,33.197,/n1SlTeEv3dNJB3gF9AHAVElQ6LO.jpg,2022-07-29,Vengeance,False,6.6,367
False,/iYLimHUF0C0R61v1ofg79SUIja9.jpg,"[16, 10751, 12, 35, 14]",41513,en,The Smurfs,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",33.197,/vRhnslP2gW0QDym7BsMeSuioUfK.jpg,2011-07-29,The Smurfs,False,5.768,3737
False,/v3td8AbfIbROZLczzElVfopBCU5.jpg,"[9648, 53]",832262,en,Force of Nature: The Dry 2,"When five women take part in a corporate hiking retreat and only four come out on the other side, Federal Agents Aaron Falk and Carmen Cooper head deep into the Victorian mountain ranges to investigate in the hopes of finding their whistle-blowing informant, Alice Russell, alive.",33.195,/qSyDO8dvG5Vg4dJrg98u8eWtPkP.jpg,2024-02-08,Force of Nature: The Dry 2,False,6.5,141
False,/tonrulTmO9ZyZmsAsr5yr9ciE4c.jpg,"[16, 10751]",15016,en,Barbie of Swan Lake,"Barbie as Odette, the young daughter of a baker, follows a unicorn into the Enchanted Forest and is transformed into a swan by an evil wizard intent on defeating the Fairy Queen.",33.18,/sLpCLVQWTU7BI4yAL6kIFM9J3eX.jpg,2003-09-27,Barbie of Swan Lake,False,7.0,1080
